0x3FF05000 to 0x3FF0FFFF,0x3FF41000 to 0x3FF41FFF,FE2/FrontEnd,0x3FF4A000 to 0x3FF4AFFF,MAC/I2C?COEX,BT HW,"PHY (AGC, baseband, NRX, BRX)",New Column,0x3FF61000 to 0x3FF63FFF,UMAC,0x3FF76000 to 0x3FF7FFFF
,,,,3ff4e150 ,3ff51040 ,,,,,
,,3ff46094,,3ff4e14c ,3ff5103c ,,,,,
,,3ff45034,,3ff4e000,3ff51004,3ff5c004,,,3ff73000,
,,3ff450a8,,3ff4e0d4,,3ff5c07c,,,3ff730d8,
,,3ff450d0,,3ff4e0d8,,3ff5c080,,,3ff730dc,
,,3ff450d8,,3ff4e0dc,,3ff5c088,,,3ff730e4,
,,3ff450dc,,3ff4e0e0,,3ff5c094,,,3ff730f4,
,,3ff450f0,,3ff4e0e4,,3ff5c0a0,,,3ff730f8,
,,3ff45104,,3ff4e0e8,,3ff5c0a4,,,3ff730fc,
,,3ff45108,,3ff4e0ec,,3ff5c0b8,,,3ff73104,
,,3ff4510c,,3ff4e0f0,,3ff5c0c4,,,3ff7310c,
,,3ff45110,,3ff4e0f4,,3ff5c0cc,,,3ff73114,
,,3ff45114,,3ff4e100,,3ff5c0d0,,,3ff73118,
,,3ff46000,,3ff4e104,,3ff5c0f0,,,3ff7311c,
,,3ff46004,,3ff4e108,,3ff5c0f8,,,3ff73120,
,,3ff46008,,3ff4e10c,,3ff5c104,,,3ff73124,
,,3ff4600c,,3ff4e110,,3ff5c108,,,3ff73148,
,,3ff46010,,3ff4e114,,3ff5c11c,,,3ff7314c,
,,3ff46030,,3ff4e118,,3ff5c120,,,3ff73158,
,,3ff46034,,3ff4e11c,,3ff5c124,,,3ff73164,
,,3ff46038,,3ff4e120,,3ff5c400,,,3ff73250,
,,3ff4603c,,3ff4e124,,3ff5c404,,,3ff73254,
,,3ff46040,,3ff4e128,,3ff5c450,,,3ff73258,
,,3ff46044,,3ff4e12c,,3ff5c804,,,3ff7325c,
,,3ff46048,,3ff4e130,,3ff5c85c,,,3ff73260,
,,3ff4604c,,3ff4e134,,3ff5c860,,,3ff73264,
,,3ff46080,,3ff4e138,,3ff5c87c,,,3ff73268,
,,3ff4608c,,3ff4e13c,,3ff5cc04,,,3ff7326c,
,,3ff4609c,,3ff4e140,,3ff5cc08,,,3ff73284,
,,3ff460a0,,3ff4e148,,3ff5cc0c,,,3ff73288,
,,3ff460b8,,3ff4e164,,3ff5cc48,,,3ff7328c,
,,3ff460dc,,3ff4e168,,3ff5ccb8,,,3ff73290,
,,3ff460e4,,,,3ff5ccd8,,,3ff73294,
,,,,,,3ff5ccdc,,,3ff73298,
,,,,,,3ff5cce4,,,3ff7329c,
,,,,,,3ff5cd04,,,3ff732a0,
,,,,,,3ff5cd08,,,3ff732a4,
,,,,,,3ff5cd0c,,,3ff732a8,
,,,,,,3ff5d000,,,3ff732ac,
,,,,,,3ff5d008,,,3ff732b0,
,,,,,,3ff5d014,,,3ff732b4,
,,,,,,3ff5d018,,,3ff732b8,
,,,,,,3ff5d01c,,,3ff732bc,
,,,,,,3ff5d020,,,3ff732c0,
,,,,,,3ff5d03c,,,3ff732c4,
,,3ff45038,,3ff4e044,,3ff5c010,,,3ff73004,
,,3ff4503c,,3ff4e04c,,3ff5c014,,,3ff73020,
,,3ff45040,,3ff4e050,,3ff5c018,,,3ff73024,
,,3ff45044,,3ff4e054,,3ff5c01c,,,3ff73064,
,,3ff45048,,3ff4e05c,,3ff5c024,,,3ff73080,
,,3ff4504c,,3ff4e060,,3ff5c028,,,3ff73084,
,,3ff45050,,3ff4e080,,3ff5c02c,,,3ff73088,
,,3ff4505c,,3ff4e0c0,,3ff5c030,,,3ff7308c,
,,3ff4506c,,3ff4e0c4,,3ff5c038,,,3ff73090,
,,3ff45070,,3ff4e0c8,,3ff5c044,,,3ff73094,
,,3ff45074,,3ff4e0cc,,3ff5c050,,,3ff7309c,
,,3ff45078,,3ff4e0d0,,3ff5c074,,,3ff730a4,
,,,,,,3ff5d040,,,3ff732c8,
,,,,,,3ff5d044,,,3ff732cc,
,,,,,,3ff5d050,,,3ff732d0,
,,,,,,,,,3ff732d8,
,,,,,,,,,3ff732dc,
,,,,,,,,,3ff732e0,
,,,,,,,,,3ff732f0,
,,,,,,,,,3ff732f4,
,,,,,,,,,3ff732f8,
,,,,,,,,,3ff732fc,
,,,,,,,,,3ff73400,
,,,,,,,,,3ff73404,
,,,,,,,,,3ff73408,
,,,,,,,,,3ff7340c,
,,,,,,,,,3ff73410,
,,,,,,,,,3ff73414,
,,,,,,,,,3ff73418,
,,,,,,,,,3ff7341c,
,,,,,,,,,3ff73424,
,,,,,,,,,3ff73428,
,,,,,,,,,3ff7342c,
,,,,,,,,,3ff73430,
,,,,,,,,,3ff73800,
,,,,,,,,,3ff73804,
,,,,,,,,,3ff73808,
,,,,,,,,,3ff7380c,
,,,,,,,,,3ff73810,
,,,,,,,,,3ff73814,
,,,,,,,,,3ff73c00,
,,,,,,,,,3ff73c04,
,,,,,,,,,3ff73c1c,
,,,,,,,,,3ff73c20,
,,,,,,,,,3ff73c24,
,,,,,,,,,3ff73c30,
,,,,,,,,,3ff73c40,
,,,,,,,,,3ff73c44,
,,,,,,,,,3ff73c48,
,,,,,,,,,3ff73c4c,
,,,,,,,,,3ff73c54,
,,,,,,,,,3ff73c58,
,,,,,,,,,3ff73c5c,
,,,,,,,,,3ff73c6c,
,,,,,,,,,3ff73c74,
,,,,,,,,,3ff73c78,
,,,,,,,,,3ff73c88,
,,,,,,,,,3ff73cac,
,,,,,,,,,3ff73cb8,
,,,,,,,,,3ff73cbc,
,,,,,,,,,3ff73cc0,
,,,,,,,,,3ff73cc4,
,,,,,,,,,3ff73cc8,
,,,,,,,,,3ff73d1c,
,,,,,,,,,3ff73d24,
,,,,,,,,,3ff73d58,
,,,,,,,,,3ff73d5c,
,,,,,,,,,3ff73d60,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
